restaurant_id,name,price,phone,website,address,add_name,add_num
348,Fat Chris's Pizza and Such,,+1 419-655-3785,,"4600 N Magnolia Ave, Chicago, IL 60640-5083",N MAGNOLIA AVE,4600
349,Gino's East,,+1 773-654-3610,http://www.bakermillerchicago.com/,"4610 N Western Ave, Chicago, IL 60625-2184",N WESTERN AVE,4610
350,Subway,,+1 773-270-9005,http://thebudlong.com,"4619 N Western Ave B, Chicago, IL 60625-2022",N WESTERN AVE,4619
351,Crushed Pizzeria,,+1 773-589-9928,http://Eatumamisushi.com,"4626 N Cumberland Ave The Shops at Cumberland Court, Chicago, IL 60656-4237",N CUMBERLAND AVE,4626
352,Philly Steak & Fresh Lemonade,,+1 773-927-4801,,"4638 S Damen Ave, Chicago, IL 60609-4043",S DAMEN AVE,4638
353,Greek Islands Restaurant,2,+1 773-942-7215,,"4639 N Kedzie Ave, Chicago, IL 60625-4426",N KEDZIE AVE,4639
354,Asian Cajun Plus,1,,,"4649 N Damen Ave, Chicago, IL 60625-1501",N DAMEN AVE,4649
355,Pete's Pizza,2,+1 773-506-8689,http://www.eatndrinks.com,"4649 N Damen Ave, Chicago, IL 60625-1501",N DAMEN AVE,4649
356,Nutella Bar,2,+1 773-767-8662,https://locations.dunkindonuts.com/en/il/chicago/4649-s.-cicero-ave/302688?utm_source=yext&utm_medium=local&utm_campaign=localmaps&utm_content=302688,"4649 S. Cicero Ave, Chicago, IL 60632",S. CICERO AVE,4649
357,Westminster Hot Dog,,+1 773-538-6800,http://www.ilovefoodgroup.com,"4653 S Michigan Ave, Chicago, IL 60653-3810",S MICHIGAN AVE,4653
358,New Thai Kitchen,,+1 773-275-8360,https://www.facebook.com/Aroy-Thai-Restaurant-122070877807370/,"4656 N Damen Ave, Chicago, IL 60625-1529",N DAMEN AVE,4656
359,Billy Goat Tavern (Navy Pier),1,+1 773-681-0104,,"4701 N Lincoln Ave, Chicago, IL 60625-2009",N LINCOLN AVE,4701
360,BIN 36,2,+1 773-583-0304,,"4714 N Kedzie Ave, Chicago, IL 60625-4421",N KEDZIE AVE,4714
361,Potbelly Sandwich Shop,,+1 773-735-4388,https://restaurants.subway.com/united-states/il/chicago/4735-s-cicero-ave?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=30961&utm_campaign=evergreen-2020&y_source=1_MTQ5MTAzNjEtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"4735 S Cicero Ave, Chicago, IL 60632",S CICERO AVE,4735
362,The Freeze,,-1395,https://www.facebook.com/Hot-Dog-Station-331111296961897/,"4742 N Kimball Ave, Chicago, IL 60625-5305",N KIMBALL AVE,4742
363,NO Regret Meal Prep,,+1 773-523-5675,,"4750 S Washtenaw Ave, Chicago, IL 60632-2003",S WASHTENAW AVE,4750
364,Harold's Chicken Shack,,+1 708-458-4343,https://www.facebook.com/pages/Donalds-Famous-Hot-Dogs/111591902206823,"4759 S Central Ave, Chicago, IL 60638-1530",S CENTRAL AVE,4759
365,Taco & Burrito Palace,,+1 872-208-7441,http://artangosteakhouse.com,"4767 N Lincoln Ave, Chicago, IL 60625",N LINCOLN AVE,4767
366,Blue Sushi Sake Grill,,+1 773-283-8323,http://elasaderocolombiano.com/,"4800 N Central Ave, Chicago, IL 60630-3212",N CENTRAL AVE,4800
367,Lalo Mexican Restaurant,,+1 773-725-2400,http://www.littlecaesars.com,"4810 W Diversey Ave # Diversey, Chicago, IL 60639-1704",W DIVERSEY AVE,4810
368,Pure Cafe,,,,"4829 N Kedzie Ave, Chicago, IL 60625-5206",N KEDZIE AVE,4829
369,Naan on Devon Restaurant,,+1 773-681-0394,https://locations.tropicalsmoothiecafe.com/il/chicago/4874-north-lincoln-ave?y_source=1_MTQ3NDM3NTUtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"4874 North Lincoln Ave, Chicago, IL 60625",NORTH LINCOLN AVE,4874
370,Hing Kee Restaurant,1,+1 773-725-5080,https://www.facebook.com/SUNNYDAY-TAP-265626490142822/,"4953 N Elston Ave, Chicago, IL 60630-1732",N ELSTON AVE,4953
371,7-Eleven,,+1 773-237-3351,,"5046 W Armitage Ave, Chicago, IL 60639-3159",W ARMITAGE AVE,5046
372,D.S. Tequila Co.,2,+1 773-863-0886,,"5050 S Kedzie Ave, Chicago, IL 60632-3009",S KEDZIE AVE,5050
373,Rudy's Bar and Grille,2,+1 773-924-2706,,"5100 S Racine Ave, Chicago, IL 60609-5011",S RACINE AVE,5100
374,Hacienda Los Torres,,+1 773-237-8655,https://www.mcdonalds.com/us/en-us/location/il/chicago/5133-w-north-ave/3518.html?cid=RF:YXT:RoN::Clicks,"5133 W North Ave, Chicago, IL 60639",W NORTH AVE,5133
375,Subway,,+1 773-271-5176,,"5157 N Lincoln Ave, Chicago, IL 60625-2520",N LINCOLN AVE,5157
376,Subway,,+1 773-585-6519,,"5173 S Archer Ave, Chicago, IL 60632-4758",S ARCHER AVE,5173
377,Furious Spoon,2,+1 872-888-8596,http://mrsubmarine.com/,"5212 N Lincoln Ave, Chicago, IL 60625-2406",N LINCOLN AVE,5212
378,Aroy Thai,2,+1 773-282-4743,,"5222 W Diversey Ave, Chicago, IL 60639-1502",W DIVERSEY AVE,5222
379,Rib Joint,,+1 773-728-2663,http://www.leadwaytavern.com,"5233 N Damen Ave, Chicago, IL 60625-1335",N DAMEN AVE,5233
380,Heartwise Express III,,+1 773-603-3802,,"5237 N Harlem Ave, Chicago, IL 60656-1875",N HARLEM AVE,5237
381,JB Gee's BBQ,,+1 773-637-4747,,"5245 W Fullerton Ave, Chicago, IL 60639-1445",W FULLERTON AVE,5245
382,Steak Escape,,+1 773-767-3200,https://www.facebook.com/breethairestaurant/,"5306 S Central Ave, Chicago, IL 60638-2837",S CENTRAL AVE,5306
383,Imani's Original Bean Pies & Fine Foods,,,,"5337 W Belmont Ave, Chicago, IL 60641-4104",W BELMONT AVE,5337
384,Chicago Hilton,2,+1 773-774-7107,,"5345 W Devon Ave, Chicago, IL 60646-4142",W DEVON AVE,5345
385,Zaatar Med Grill,,+1 773-268-1600,,"5401 S Wentworth Ave, Chicago, IL 60609-6300",S WENTWORTH AVE,5401
386,ChiSox Bar & Grill,2,+1 773-784-9135,http://pueblitoviejo.com/,"5429 N Lincoln Ave, Chicago, IL 60625-2222",N LINCOLN AVE,5429
387,Happy Panda,,+1 773-745-5445,http://www.cafehabibiil.com,"5445 W Diversey Ave, Chicago, IL 60639-1413",W DIVERSEY AVE,5445
388,Replay Andersonville,,+1 773-268-5145,,"5451 S Wentworth Ave, Chicago, IL 60609-6346",S WENTWORTH AVE,5451
389,Poke Burrito,1,+1 773-378-3858,,"5531 W Chicago Ave, Chicago, IL 60651-2727",W CHICAGO AVE,5531
390,Mango Pickle,2,+1 773-378-0402,,"5535 W Chicago Ave, Chicago, IL 60651-2727",W CHICAGO AVE,5535
391,7-Eleven,,+1 773-637-3377,,"5538 W Fullerton Ave, Chicago, IL 60639-1366",W FULLERTON AVE,5538
392,Blue Elephant,,+1 773-539-1570,http://www.7-eleven.com/?yext=13369,"5610 N Kimball Ave, Chicago, IL 60659-4502",N KIMBALL AVE,5610
393,Harry Caray's Shortstop,,+1 773-332-8029,https://www.barlouie.com/locations/us/il/chicago/o'hare,"5615 N Cumberland Ave, Chicago, IL 60631",N CUMBERLAND AVE,5615
394,Joey's Shrimp House,1,+1 773-586-6460,https://locations.dunkindonuts.com/en/il/chicago/5615-s-harlem-ave/336088?utm_source=yext&utm_medium=local&utm_campaign=localmaps&utm_content=336088,"5615 S Harlem Ave, Chicago, IL 60638",S HARLEM AVE,5615
395,Subway,,+1 773-631-2297,https://www.facebook.com/Yellow-Rose-Cafe-195832013786790/,"5640 N Elston Ave, Chicago, IL 60646-6537",N ELSTON AVE,5640
396,Mo Dailey's Pub & Grille,2,+1 773-784-2143,,"5652 N Western Ave, Chicago, IL 60659-5113",N WESTERN AVE,5652
397,7-Eleven,,+1 773-237-0900,http://www.dcubarestaurant.com,"5653 W Fullerton Ave, Chicago, IL 60639-2351",W FULLERTON AVE,5653
398,Jimmy Johns,,+1 773-598-7374,,"5700 S Cicero Ave, Chicago, IL 60638-3831",S CICERO AVE,5700
399,Nancy's Pizzeria,,+1 877-325-8777,,"5700 S Cicero Ave, Chicago, IL 60638-3831",S CICERO AVE,5700
400,Pera Turkish kitchen & bar - CLOSED,2,+1 773-229-0382,https://www.potbelly.com/locations/illinois/summit,"5709 S. Harlem Ave, Chicago, IL 60638",S. HARLEM AVE,5709
401,Harolds Chicken Shack,1,+1 773-237-4447,,"5714 W Fullerton Ave, Chicago, IL 60639-2307",W FULLERTON AVE,5714
402,Whole Foods Market,2,+1 773-284-7555,https://www.facebook.com/Tequila-CJ-Cantina-Grill-1663016913739429/,"5728 S Archer Ave, Chicago, IL 60638-1618",S ARCHER AVE,5728
403,Jimmy John's,,+1 773-685-2301,http://www.joesonhiggins.com,"5747 W Higgins Ave, Chicago, IL 60630",W HIGGINS AVE,5747
404,Shinwari Grill,,+1 872-208-5842,https://cabosbaja.com/,"5750 N California Ave, Chicago, IL 60659",N CALIFORNIA AVE,5750
405,Dianas Restaurant,,+1 773-417-3760,http://www.polishhousechicago.com/,"5753 W Belmont Ave, Chicago, IL 60634-5211",W BELMONT AVE,5753
406,El Famous Burrito,,,,"5754 W Belmont Ave, Chicago, IL 60634-5208",W BELMONT AVE,5754
407,Jimmy Johns,,+1 773-287-0363,https://www.facebook.com/Colemans-Bar-B-Que-2-126972204036653/,"5754 W Chicago Ave, Chicago, IL 60651-2623",W CHICAGO AVE,5754
408,Wing Stop,,+1 773-409-4646,http://www.argotea.com/,"5758 S Maryland Ave, Chicago, IL 60637-1426",S MARYLAND AVE,5758
409,Grand Lux Cafe,2,+1 773-930-4340,http://brandysgyros.com,"5777 N Milwaukee Ave, Chicago, IL 60646-6237",N MILWAUKEE AVE,5777
410,Pizza Hut,,,,"5810 W North Ave, Chicago, IL 60639-4041",W NORTH AVE,5810
411,Sayat Nova,2,+1 312-761-4948,https://locations.panerabread.com/il/chicago/5815-s-maryland-ave.html?utm_medium=yext&utm_source=local&utm_campaign=yext&utm_content=local-search,"5815 S Maryland Ave, Chicago, IL 60637",S MARYLAND AVE,5815
412,Hawkeye's Bar & Grill,2,+1 773-637-2717,http://www.jesscafeonline.com/,"5819 W Belmont Ave, Chicago, IL 60634-5203",W BELMONT AVE,5819
413,Frances Chicken,,+1 773-907-0917,http://www.kudospizzamenu.com/,"5858 N Lincoln Ave, Chicago, IL 60659-4611",N LINCOLN AVE,5858
414,Arriba Mexico Restaurant,,,,"5859 S Kedzie Ave, Chicago, IL 60629-3212",S KEDZIE AVE,5859
415,Polish House Polska Chata,2,773-234-DANA,,"5868 N Lincoln Ave, Chicago, IL 60659-4615",N LINCOLN AVE,5868
416,Three Harmony Chinese Food,,+1 773-889-4800,http://honghuah.com,"5924 W Fullerton Ave, Chicago, IL 60639-2208",W FULLERTON AVE,5924
417,Weather Mark Tavern,2,+1 773-745-3800,,"5925 W Diversey Ave, Chicago, IL 60639-1105",W DIVERSEY AVE,5925
418,sweetgreen,,+1 773-626-7699,,"5944 W Chicago Ave, Chicago, IL 60651-2523",W CHICAGO AVE,5944
419,New England Inn,,,,"5959 W Lawrence Ave, Chicago, IL 60630-3129",W LAWRENCE AVE,5959
420,Brudders Lounge,,+1 872-208-3260,http://www.elcarritotacos.com/,"6019 N Lincoln Ave Lincoln and Peterson, Chicago, IL 60659-2410",N LINCOLN AVE,6019
421,Robinson's #1 Ribs - South Canal,1,+1 773-205-1100,http://www.wholefoodsmarket.com/stores/sauganash,"6020 N Cicero Ave Sauganash, Chicago, IL 60646-4302",N CICERO AVE,6020
422,Surf's Up,,+1 773-761-0977,,"6034 N Washtenaw Ave, Chicago, IL 60659-3930",N WASHTENAW AVE,6034
423,Taco Maya,,+1 773-736-3385,,"6045 N Cicero Ave, Chicago, IL 60646-4301",N CICERO AVE,6045
424,Sweet Maple Cafe,2,+1 773-498-4194,,"6051 S Racine Ave, Chicago, IL 60636-1917",S RACINE AVE,6051
425,La Sardine,2,+1 773-776-3421,https://locations.dunkindonuts.com/en/il/chicago/6100-s.-western-ave/304908?utm_source=yext&utm_medium=local&utm_campaign=localmaps&utm_content=304908,"6100 S. Western Ave, Chicago, IL 60636",S. WESTERN AVE,6100
426,The Warbler,2,,,"6100 W Belmont Ave, Chicago, IL 60634-4003",W BELMONT AVE,6100
427,Baker Miller,2,+1 773-338-6666,,"6130 N Ravenswood Ave, Chicago, IL 60660-2320",N RAVENSWOOD AVE,6130
428,Fireplace Inn,2,+1 773-792-2440,http://www.jetspublichouse.com,"6148 N Milwaukee Ave, Chicago, IL 60646-3821",N MILWAUKEE AVE,6148
429,McDonald's,1,+1 773-647-1386,http://thegaragechicago.com/,"6154 N Milwaukee Ave, Chicago, IL 60646-3821",N MILWAUKEE AVE,6154
430,WokStation,,+1 872-203-9721,http://www.wingstop.com,"6160 N Lincoln Ave, Chicago, IL 60659-2320",N LINCOLN AVE,6160
431,Donald's Famous Hot Dogs,1,+1 773-585-2767,https://www.facebook.com/pages/Three-Sons-Restaurant/115270005162774,"6200 S Archer Ave, Chicago, IL 60638-2610",S ARCHER AVE,6200
432,Mr Crab,,+1 773-585-8835,,"6222 S Archer Ave, Chicago, IL 60638-2610",S ARCHER AVE,6222
433,Urban Pantry,,+1 773-863-0944,http://www.chinaexpresstysons.com,"6239 S Ashland Ave, Chicago, IL 60636-2323",S ASHLAND AVE,6239
434,Coalfire,2,+1 773-856-0407,http://www.simisrestaurant.com,"6310 N Western Ave, Chicago, IL 60659-2010",N WESTERN AVE,6310
435,Kims Restaurant,,+1 773-581-5521,https://burgerking.com/store-locator/store/restaurant_7344,"6350 South Cicero Ave, Chicago, IL 60638",SOUTH CICERO AVE,6350
436,King Crab House,2,+1 773-237-6559,https://burgerking.com/store-locator/store/restaurant_3928,"6400 West Fullerton Ave, Chicago, IL 60707",WEST FULLERTON AVE,6400
437,La Bomba,1,+1 773-853-2956,http://www.subway.com/en-us/findastore,"6411 N Central Ave, Chicago, IL 60646-2901",N CENTRAL AVE,6411
438,Compeche Restaurant,,+1 773-381-3333,,"6411 N Western Ave Between W Devon Avenue and W Arthur Avenue, Chicago, IL 60645-5421",N WESTERN AVE,6411
439,El Palenque,,,,"6426 N Western Ave, Chicago, IL 60645-5197",N WESTERN AVE,6426
440,Subway,,+1 773-436-9000,,"6514 S Western Ave, Chicago, IL 60636-2411",S WESTERN AVE,6514
441,Dollop Coffee Co.,,+1 773-745-7025,http://www.oldcountrybuffet.com,"6560 W Fullerton Ave Ste K, Chicago, IL 60707-3439",W FULLERTON AVE,6560
442,Laojiumen,,+1 773-622-8150,http://subway.com/,"6600 W North Ave, Chicago, IL 60707-3906",W NORTH AVE,6600
443,Facades Bar,,+1 626-872-3519,,"6601 S Wolcott Ave, Chicago, IL 60636-2627",S WOLCOTT AVE,6601
444,Town Hall Pub,,+1 773-663-2568,,"6652 S Langley Ave, Chicago, IL 60637-4135",S LANGLEY AVE,6652
445,New Life Cafe,,+1 773-586-2828,https://www.obbiespizza.com/,"6654 W Archer Ave, Chicago, IL 60638-2420",W ARCHER AVE,6654
446,Le Pain Quotidien,2,,,"6701 S Damen Ave Between Marquette Road & 67th Place, Chicago, IL 60636-3204",S DAMEN AVE,6701
447,White Sox Grill,2,+1 773-427-0727,https://www.facebook.com/ferajnachicago/,"6714 W Belmont Ave Ste 2, Chicago, IL 60634-4883",W BELMONT AVE,6714
448,A Sweets Girl,,+1 773-737-6161,,"6854 S Ashland Ave, Chicago, IL 60636-3415",S ASHLAND AVE,6854
449,Fat Tommy's,1,+1 773-736-9050,,"6912 W Belmont Ave, Chicago, IL 60634-4643",W BELMONT AVE,6912
450,Mantu Delight,,+1 773-776-0668,http://www.pizza-4-u.com,"6920 S Ashland Ave, Chicago, IL 60636-3941",S ASHLAND AVE,6920
451,Jade Orient,2,+1 773-338-9494,https://www.facebook.com/pages/Noon-Hour-Grill/111595445544752,"6930 N Glenwood Ave, Chicago, IL 60626-3412",N GLENWOOD AVE,6930
452,Trivoli Tavern,4,+1 773-856-6050,http://jessemexicangrill.com/,"6950 N Western Ave, Chicago, IL 60645-4718",N WESTERN AVE,6950
453,Subway,,+1 773-775-3974,http://www.triospizza.com,"7009 W Higgins Ave, Chicago, IL 60656-1901",W HIGGINS AVE,7009
454,Pizzareno's,,+1 773-775-6615,http://www.congaschicago.com,"7021 W Higgins Ave, Chicago, IL 60656-1901",W HIGGINS AVE,7021
455,E and B Restaurant,,,,"7100 S South Chicago Ave, Chicago, IL 60619-1231",S SOUTH CHICAGO AVE,7100
456,Silver Spoon,2,+1 773-622-5334,,"7108 W Grand Ave, Chicago, IL 60707-2805",W GRAND AVE,7108
457,The Signature Room at the 95th,4,,,"7193 W Grand Ave, Chicago, IL 60707-2807",W GRAND AVE,7193
458,Catch 35,4,+1 773-306-0281,,"7200 S Western Ave, Chicago, IL 60636-3637",S WESTERN AVE,7200
459,Ara On,2,+1 773-336-8592,http://www.mysoulcafe.com/,"7201 S Exchange Ave, Chicago, IL 60649-2525",S EXCHANGE AVE,7201
460,McDonald's,,+1 708-728-1800,http://www.jimmyjohns.com,"7250 S Cicero Ave Ste G, Chicago, IL 60629-5849",S CICERO AVE,7250
461,Starbucks,,+1 773-737-6252,,"7301 S Kedzie Ave, Chicago, IL 60629-3533",S KEDZIE AVE,7301
462,West Loop Salumi,,+1 773-581-5300,,"7353 S Cicero Ave, Chicago, IL 60629-5816",S CICERO AVE,7353
463,Sharks Fish & Grill,,+1 773-783-1818,http://www.facebook.com/Haires-Gulf-Shrimp-125415250847100,"7448 S Vincennes Ave, Chicago, IL 60621-3438",S VINCENNES AVE,7448
464,Mama Milano,2,+1 773-465-0087,http://www.candlelitechicago.com,"7452 N Western Ave, Chicago, IL 60645-1734",N WESTERN AVE,7452
465,Las Islas Marias restaurant,,,,"7601 S Cicero Ave, Chicago, IL 60652-1022",S CICERO AVE,7601
466,Infields,2,+1 773-631-9661,http://luckygrillrestaurant.com,"7779 W Talcott Ave, Chicago, IL 60631-3840",W TALCOTT AVE,7779
467,Su Taqueria El Rey Del Taco,,,,"7828 S Western Ave, Chicago, IL 60620-5822",S WESTERN AVE,7828
468,Andy's Inc,,+1 773-778-2863,,"7829 S Western Ave, Chicago, IL 60620-5823",S WESTERN AVE,7829
469,City Press Juice & Bottle North Ave,,+1 773-224-6612,http://www.nicksgyroschicago.com,"7856 S Ashland Ave, Chicago, IL 60620-4252",S ASHLAND AVE,7856
470,Toscana,,+1 773-731-2618,,"7902 S Exchange Ave, Chicago, IL 60617-1416",S EXCHANGE AVE,7902
471,Trio's Pizza,,+1 773-582-0700,,"8159 S Cicero Ave, Chicago, IL 60652-2017",S CICERO AVE,8159
472,Ms. T's,2,+1 773-737-6668,,"8240 S Kedzie Ave, Chicago, IL 60652-3329",S KEDZIE AVE,8240
473,China Fan,,+1 773-298-0964,,"8316 S Ashland Ave, Chicago, IL 60620-4606",S ASHLAND AVE,8316
474,Burger King,,+1 773-992-2288,http://www.mariasmexicanrestaurant.com/,"9440 W Foster Ave, Chicago, IL 60656-1002",W FOSTER AVE,9440
475,Capt'n Nemo's,,+1 773-768-6555,,"9485 S Ewing Ave, Chicago, IL 60617-4643",S EWING AVE,9485
476,Not Just Wines,,+1 773-445-3400,,"9645 S Western Ave, Chicago, IL 60643-1722",S WESTERN AVE,9645
477,Sweet Pepper Venezuelan Food Bar,,,https://www.starbucks.com/,"10000 W Ohare Ave Terminal 3, Concourse H, Gate H-6, Chicago, IL 60666-6000",W OHARE AVE,10000
478,Saucy Porka,1,,,"10000 W Ohare Ave Terminal 3, Concourse K, Gate K-9, Chicago, IL 60666-6000",W OHARE AVE,10000
479,Domino's Pizza,,,,"10000 W Ohare Ave Terminal 2, Concourse F, Gate F-19, Chicago, IL 60666-6000",W OHARE AVE,10000
480,Ruchi Cafe and Express Lunch,,,,"10000 S Michigan Ave, Chicago, IL 60628-2008",S MICHIGAN AVE,10000
481,Diversey River Bowl,,,,"10000 W Ohare Ave Terminal 1, Baggage Claim, Chicago, IL 60666-6000",W OHARE AVE,10000
482,D.S. Fajita Factory,2,+1 773-377-7800,https://www.flychicago.com/ohare/eatshopmore/eat/pages/default.aspx?filteramenityid=121&filteramenityname=Facades%20Bar&filterlocation=K15,"10000 W Ohare Ave Terminal 3, Concourse K, Gate K-15, Chicago, IL 60666-6000",W OHARE AVE,10000
483,Subway,,,,"10000 W Ohare Ave Terminal 3, Concourse H, Gate H-5, Chicago, IL 60666-6000",W OHARE AVE,10000
484,Pronto'za,,,,"10000 W Ohare Ave Terminal 2, Concourse F, Gate F-7, Chicago, IL 60666-6000",W OHARE AVE,10000
485,Tanuki Sushi & Grill,2,,,"10000 W Ohare Ave Terminal 3, Concourse H, Gate H-6, Chicago, IL 60666-6000",W OHARE AVE,10000
486,Si-Pie Pizzeria Wrigleyville,,,,"10000 W Ohare Ave Terminal 3, Concourse K, Gate K-4, Chicago, IL 60666-6000",W OHARE AVE,10000
487,Yummy Yummy Chinese Noodles,,+1 773-238-7969,,"10034 S Western Ave, Chicago, IL 60643-1926",S WESTERN AVE,10034
488,Little Joe's Circle Lounge,,+1 773-995-6618,http://www.whitecastle.com,"10301 S Michigan Ave, Chicago, IL 60628-2723",S MICHIGAN AVE,10301
489,Terry's Toffee,2,+1 773-429-1598,https://www.facebook.com/ORourkesOffice/,"11064 S Western Ave, Chicago, IL 60643-3928",S WESTERN AVE,11064
490,Taqueria El Charro I,,+1 773-568-7064,,"11134 S Michigan Ave, Chicago, IL 60628-4337",S MICHIGAN AVE,11134
491,Las 3 Islas de Nayarit,,+1 773-568-5226,,"11318 S Michigan Ave, Chicago, IL 60628-4912",S MICHIGAN AVE,11318
492,Pho Viet,1,+1 773-468-0748,,"11342 S Michigan Ave, Chicago, IL 60628-4942",S MICHIGAN AVE,11342
493,Aloha Wagon,,+1 773-260-9000,,"11346 S Michigan Ave, Chicago, IL 60628-4942",S MICHIGAN AVE,11346
494,Original Maxwell Street and More,,+1 773-660-8870,https://locations.pizzahut.com/il/chicago/11708-s-marshfield-ave,"11708 S. Marshfield Ave Space J1, Chicago, IL 60643",S MARSHFIELD AVE,11708
495,Chop Stick Express,,+1 773-785-1556,,"12006 S Michigan Ave, Chicago, IL 60628-6609",S MICHIGAN AVE,12006
496,Yogurt Square,,+1 773-646-1071,http://cateringbysteve.com/,"13200 S Baltimore Ave, Chicago, IL 60633-1473",S BALTIMORE AVE,13200
497,Medici on 57th,2,+1 773-646-6200,,"13501 S Avenue N, Chicago, IL 60633-1531",S NAN AVE,13501
498,Rangoli Indian Cuisine,2,+1 773-525-5079,,"3541D N Western Ave, Chicago, IL 60618-6025",N WESTERN AVE,3541D
499,Brown Bag Seafood,,+1 312-988-0162,https://www.goodeatsgroup.com/burger-bar-chicago,"1150 S. Michigan Ave., Chicago, IL 60605",S. MICHIGAN AVE,1150
500,Texican,,+1 773-871-2484,https://www.chuckecheese.com/storedetails/il/chicago/687,"1830 W. Fullerton Ave., Chicago, IL 60614",W. FULLERTON AVE,1830
501,Sushi King 3,,+1 773-360-8478,https://restaurants.subway.com/united-states/il/chicago/1904-n-western-ave?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=58887&utm_campaign=evergreen-2020&y_source=1_MTQ5MDQ3OTQtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"1904 N. Western Ave., Chicago, IL 60647",N. WESTERN AVE,1904
502,Fork & Ladle,,+1 773-825-2800,https://www.welcomebackchicago.com/,"2423 N. Milwaukee Ave., Chicago, IL 60647",N. MILWAUKEE AVE,2423
503,La Cocina De Maria,,+1 773-360-8213,http://www.dearmargaretchi.com,"2965 N. Lincoln Ave., Chicago, IL 60657-4108",N. LINCOLN AVE,2965
504,Subway,,+1 773-360-7715,https://restaurants.subway.com/united-states/il/chicago/3706-n-southport-ave?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=43368&utm_campaign=evergreen-2020&y_source=1_MTQ4OTY0ODMtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"3706 N. Southport Ave., Chicago, IL 60613",N. SOUTHPORT AVE,3706
505,Dining In Chicago Inc,,+1 773-685-4093,https://locations.wendys.com/united-states/il/chicago/4140-w.-belmont-ave.,"4140 W. Belmont Ave., Chicago, IL 60641",W. BELMONT AVE,4140
506,Carnitas Y Virrieria Jalisco,,+1 773-283-8777,https://restaurants.subway.com/united-states/il/chicago/4157-w-peterson-ave?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=5311&utm_campaign=evergreen-2020&y_source=1_MTQ5MDQzNDUtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"4157 W Peterson Ave., Chicago, IL 60646",W PETERSON AVE,4157
507,Godiva Chocolatier,,+1 773-763-4077,https://www.dinospizzachicago.com/,"7004 W Higgins Ave., Chicago, IL 60656",W HIGGINS AVE,7004
508,Flukys,,+1 312 588 8030,https://www.trumphotels.com/chicago/dining/fine-dining-chicago,"401 N. Wabash Avenue, Chicago, IL 60611-3583",N. WABASH AVE,401
509,Lawrence Market,,+1 312-644-1008,https://www.potbelly.com/locations/illinois/michigan-ave-north-bridge,"520 N. Michigan Avenue, Chicago, IL 60611",N. MICHIGAN AVE,520
510,City Winery Chicago,2,+1 312-276-2500,http://locations.grandluxcafe.com/il/chicago/3/,"600 N Michigan Avenue At Ontario Ste 7, Chicago, IL 60611-3113",N MICHIGAN AVE,600
511,See Thru Chinese Kitchen,,+1 312-243-8955,http://the-dawson.com/,"730 West Grand Avenue The northeast corner of Halsted Street and Grand Avenue, steps from the CTA Blue Line stop, Chicago, IL 60654-5508",WEST GRAND AVE,730
512,Caffe Moderno,1,+1 773-257-6539,https://restaurants.subway.com/united-states/il/chicago/1500-s-california-avenue?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=52827&utm_campaign=evergreen-2020&y_source=1_MTQ5MDY1MDUtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"1500 S California Avenue, Chicago, IL 60608",S CALIFORNIA AVE,1500
513,Mediterranean Lebanese Kababi Grill,,+1 773-289-4991,http://www.laspalmaschicago.com/,"1835 West North Avenue, Chicago, IL 60622",WEST NORTH AVE,1835
514,Pepes Mexican Restaurant,,+1 872-208-5665,https://www.sweetpepperchicago.com/,"2604 West Lawrence Avenue, Chicago, IL 60625",WEST LAWRENCE AVE,2604
515,Jerky Jerk,,+1 847-675-3810,,"3930 West Touhy Avenue, Chicago, IL 60645-1028",WEST TOUHY AVE,3930
516,Papi's Tacos,,+1 773-376-6900,http://www.elchismerestaurant.com/,"4440 South Western Avenue, Chicago, IL 60609",SOUTH WESTERN AVE,4440
517,The Sandwich Break,,+1 708-669-7625,http://westonscoffee.com/,"4872 North Milwaukee Avenue, Chicago, IL 60630",NORTH MILWAUKEE AVE,4872
518,Thai Lagoon,2,+1 773-581-8054,https://locations.chipotle.com/il/chicago/7561-s-cicero-avenue?utm_source=extendednetwork&utm_medium=yext&utm_campaign=yext_listings,"7561 S. Cicero Avenue, Chicago, IL 60652",S. CICERO AVE,7561
519,5 Rabanitos Restaurante & Taqueria,2,+1 312-588-1883,http://www.subway.com,"77 W Jackson Blvd Lbby 5, Chicago, IL 60604-3511",W JACKSON BLVD,77
520,Hong Kong Express,,+1 312-583-5600,,"200 W Jackson Blvd Ste 2600, Chicago, IL 60606-6943",W JACKSON BLVD,200
521,China Chef,,+1 312-781-0933,http://www.7-eleven.com/?yext=33705,"216 W Jackson Blvd, Chicago, IL 60606-6909",W JACKSON BLVD,216
